movie_title,combination
bathory: countess of blood,Anna Friel Hans Matheson Franco Nero Juraj Jakubisko Biography Drama Fantasy History
khumba,Liam Neeson Steve Buscemi Loretta Devine Anthony Silverston Adventure Animation Family
automata,Birgitte Hjort Sørensen Robert Forster Melanie Griffith Gabe Ibáñez Action Sci-Fi Thriller
dungeons & dragons: wrath of the dragon god,Bruce Payne Lucy Gaskell Steven Elder Gerry Lively Action Adventure Fantasy
chiamatemi francesco - il papa della gente,Maximilian Dirr Rodrigo De la Serna Ferdinando Vetere Daniele Luchetti Biography
shinjuku incident,Bingbing Fan Daniel Wu Yasuaki Kurata Tung-Shing Yee Action Crime Drama Thriller
pandaemonium,Samantha Morton Dexter Fletcher Linus Roache Julien Temple Biography Drama
groundhog day,Bill Murray Chris Elliott Willie Garson Harold Ramis Comedy Fantasy Romance
magic mike xxl,Matt Bomer Channing Tatum Kevin Nash Gregory Jacobs Comedy Drama Music
romeo + juliet,Leonardo DiCaprio Harold Perrineau Brian Dennehy Baz Luhrmann Drama Romance
sarah's key,Kristin Scott Thomas Aidan Quinn Arben Bajraktaraj Gilles Paquet-Brenner Drama War
freedom,Sharon Leal David Rasche Bart Shatto Peter Cousens Drama Family Music
unforgiven,Clint Eastwood Morgan Freeman Frances Fisher Clint Eastwood Drama Western
manderlay,Bryce Dallas Howard Jeremy Davies Jean-Marc Barr Lars von Trier Drama
slumdog millionaire,Anil Kapoor Saurabh Shukla Ayush Mahesh Khedekar Danny Boyle Drama Romance
fatal attraction,Fred Gwynne Lois Smith Anne Archer Adrian Lyne Drama Romance Thriller
pretty woman,Julia Roberts Hector Elizondo Jason Alexander Garry Marshall Comedy Romance
towering inferno            ,Martin Short Andrea Martin Joe Flaherty John Blanchard Comedy
crocodile dundee ii,Paul Hogan Linda Kozlowski John Meillon John Cornell Action Adventure Comedy
broken horses,María Valverde Chris Marquette Chad Bishop Vidhu Vinod Chopra Action Crime Drama Mystery Thriller
born on the fourth of july,Tom Cruise Tom Berenger Stephen Baldwin Oliver Stone Biography Drama War
cool runnings,Doug E. Doug Leon Malik Yoba Jon Turteltaub Adventure Comedy Family Sport
my bloody valentine,Jensen Ackles Jaime King Edi Gathegi Patrick Lussier Horror Thriller
the possession,Kyra Sedgwick Madison Davenport Natasha Calis Ole Bornedal Horror Thriller
first blood,Sylvester Stallone Brian Dennehy Chris Mulkey Ted Kotcheff Action Adventure Drama
stomp the yard,Chris Brown Laz Alonso Harry Lennix Sylvain White Drama Music Romance
the spy who loved me,Caroline Munro Desmond Llewelyn Barbara Bach Lewis Gilbert Action Adventure Sci-Fi Thriller
ghost hunters            ,Amy Bruni Steve Gonsalves Jason Hawes unknown Documentary
urban legend,Alicia Witt Loretta Devine Julian Richings Jamie Blanks Horror Mystery Thriller
dangerous liaisons,Keanu Reeves Peter Capaldi Swoosie Kurtz Stephen Frears Drama Romance
good deeds,Eddie Cibrian Phylicia Rashad Jamie Kennedy Tyler Perry Comedy Drama Romance
white fang,Seymour Cassel Klaus Maria Brandauer Susan Hogan Randal Kleiser Adventure Drama
superstar,Will Ferrell Elaine Hendrix Molly Shannon Bruce McCulloch Comedy Romance
the iron lady,Meryl Streep Jim Broadbent Olivia Colman Phyllida Lloyd Biography Drama History
jonah: a veggietales movie,Phil Vischer Mike Nawrocki Shelby Vischer Mike Nawrocki Adventure Animation Comedy Drama Family Musical
poetic justice,Janet Jackson Khandi Alexander Maya Angelou John Singleton Drama Romance
all about the benjamins,Mike Epps Roger Guenveur Smith Gino Salvano Kevin Bray Action Comedy Crime Thriller
vampire in brooklyn,John Witherspoon W. Earl Brown Allen Payne Wes Craven Comedy Fantasy Horror Romance
exorcist ii: the heretic,Linda Blair Richard Burton Ned Beatty John Boorman Horror
an american haunting,Sissy Spacek James D'Arcy Vernon Dobtcheff Courtney Solomon Horror Mystery Thriller
my boss's daughter,Carmen Electra Tyler Labine Molly Shannon David Zucker Comedy Romance
a perfect getaway,Chris Hemsworth Milla Jovovich Marley Shelton David Twohy Adventure Mystery Thriller
our family wedding,America Ferrera Lance Gross Lupe Ontiveros Rick Famuyiwa Comedy Romance
dead man on campus,Alyson Hannigan Linda Cardellini Poppy Montgomery Alan Cohn Comedy
tea with mussolini,Lily Tomlin Joan Plowright Paolo Seganti Franco Zeffirelli Comedy Drama War
thinner,Joe Mantegna Bethany Joy Lenz Kari Wuhrer Tom Holland Fantasy Horror
"new york, new york",Robert De Niro Liza Minnelli Mary Kay Place Martin Scorsese Drama Music Musical Romance
crooklyn,Alfre Woodard Delroy Lindo Isaiah Washington Spike Lee Comedy Drama
i think i love my wife,Steve Buscemi Eliza Coupe Wendell Pierce Chris Rock Comedy Drama Romance
jason x,Peter Mensah Kane Hodder Lexa Doig James Isaac Action Horror Sci-Fi Thriller
big fat liar,Frankie Muniz Donald Faison Lee Majors Shawn Levy Adventure Comedy Family
bobby,Anthony Hopkins Nick Cannon Brian Geraghty Emilio Estevez Drama History
head over heels,Monica Potter Ivana Milicevic China Chow Mark Waters Comedy Mystery Romance
fun size,Thomas McDonell Jackson Nicoll Osric Chau Josh Schwartz Adventure Comedy
the diving bell and the butterfly,Emmanuelle Seigner Mathieu Amalric Isaach De Bankolé Julian Schnabel Biography Drama
little children,Kate Winslet Noah Emmerich Jane Adams Todd Field Drama Romance
gossip,Norman Reedus Sharon Lawrence Noam Jenkins Davis Guggenheim Drama Mystery Thriller
a walk on the moon,Viggo Mortensen Julie Kavner Tovah Feldshuh Tony Goldwyn Drama
catch a fire,Derek Luke Terry Pheto Bonnie Henna Phillip Noyce Biography Drama History
soul survivors,Melissa Sagemiller Angela Featherstone Candace Kroslak Stephen Carpenter Drama Horror Mystery Thriller
jefferson in paris,Seth Gilliam Todd Boyce Nigel Whitmey James Ivory Biography Drama History Romance
easy virtue,Colin Firth Kristin Scott Thomas Kris Marshall Stephan Elliott Comedy Romance
caravans,Christopher Lee Joseph Cotten Behrouz Vossoughi James Fargo Action Adventure History
mr. turner,Lesley Manville Ruth Sheen Karl Johnson Mike Leigh Biography Drama History
wild grass,Mathieu Amalric Sara Forestier Edouard Baer Alain Resnais Drama Romance
amen.,Sebastian Koch Mathieu Kassovitz Ulrich Mühe Costa-Gavras Biography Crime Drama War
reign of assassins,Woo-sung Jung Shawn Yue Kelly Lin Chao-Bin Su Action
the lucky ones,John Heard Katherine LaNasa Mark L. Young Neil Burger Comedy Drama War
margaret,Matt Damon Kieran Culkin John Gallagher Jr. Kenneth Lonergan Drama
stan helsing,Steve Howey Kenan Thompson Diora Baird Bo Zenga Comedy Horror
flipped,Madeline Carroll Rebecca De Mornay Aidan Quinn Rob Reiner Comedy Drama Romance
brokeback mountain,Jake Gyllenhaal Heath Ledger Anne Hathaway Ang Lee Drama Romance
teenage mutant ninja turtles,Noel Fisher Danny Woodburn Jeremy Howard Jonathan Liebesman Action Adventure Comedy Sci-Fi
clueless,Donald Faison Dan Hedaya Elisa Donovan Amy Heckerling Comedy Romance
far from heaven,Dennis Quaid Celia Weston Michael Gaston Todd Haynes Drama Romance
hot tub time machine 2,Adam Scott Gillian Jacobs Collette Wolfe Steve Pink Comedy Sci-Fi
dekalog            ,Krystyna Janda Olaf Lubaszenko Olgierd Lukaszewicz unknown Drama
quills,Kate Winslet Stephen Marcus Amelia Warner Philip Kaufman Biography Drama
seven psychopaths,Abbie Cornish Gabourey Sidibe Michael Stuhlbarg Martin McDonagh Comedy Crime
the caveman's valentine,Colm Feore Tamara Tunie Aunjanue Ellis Kasi Lemmons Crime Drama Music Mystery Thriller
the border            ,Jacek Koman Marian Dziedziel Jaroslaw Boberek unknown Action Crime Drama Thriller
downfall,Thomas Kretschmann Bruno Ganz Alexandra Maria Lara Oliver Hirschbiegel Biography Drama History War
the sea inside,Belén Rueda Lola Dueñas Tamar Novas Alejandro Amenábar Biography Drama Romance
under the skin,Scarlett Johansson Paul Brannigan Alison Chand Jonathan Glazer Drama Horror Sci-Fi Thriller
"good morning, vietnam",Robin Williams J.T. Walsh Bruno Kirby Barry Levinson Biography Comedy Drama War
the last godfather,Jason Mewes Stephanie Danielson Michael Rispoli Hyung-rae Shim Comedy
justin bieber: never say never,Usher Raymond Sean Kingston Boys II Men Jon M. Chu Documentary Music
black swan,Natalie Portman Mila Kunis Mark Margolis Darren Aronofsky Drama Thriller
robocop,Gary Oldman Abbie Cornish Jennifer Ehle José Padilha Action Crime Sci-Fi Thriller
the godfather: part ii,Robert De Niro Al Pacino Robert Duvall Francis Ford Coppola Crime Drama
save the last dance,Sean Patrick Thomas Terry Kinney Fredro Starr Thomas Carter Drama Music Romance
a nightmare on elm street 4: the dream master,Tuesday Knight Rodney Eastman Brooke Bundy Renny Harlin Fantasy Horror Thriller
miracles from heaven,Jennifer Garner Brighton Sharbino Martin Henderson Patricia Riggen Drama
"dude, where's my car?",Jennifer Garner Mary Lynn Rajskub Marla Sokoloff Danny Leiner Comedy Mystery
young guns,Jack Palance Patrick Wayne Brian Keith Christopher Cain Action Crime Drama Thriller Western
st. vincent,Bill Murray Naomi Watts Reg E. Cathey Theodore Melfi Comedy Drama
about last night,Joe Lo Truglio Regina Hall Bryan Callen Steve Pink Comedy Romance
10 things i hate about you,Joseph Gordon-Levitt Heath Ledger Andrew Keegan Gil Junger Comedy Drama Romance
the new guy,Zooey Deschanel Eddie Griffin Gene Simmons Ed Decter Comedy
loaded weapon 1,Jon Lovitz Lin Shaye Bill Nunn Gene Quintano Action Comedy Crime
the shallows,Óscar Jaenada Brett Cullen Sedona Legge Jaume Collet-Serra Drama Horror Thriller
the butterfly effect,Logan Lerman Eric Stoltz Cameron Bright Eric Bress Sci-Fi Thriller
snow day,Chris Elliott Mark Webber Jean Smart Chris Koch Adventure Comedy Family
this christmas,Mekhi Phifer Chris Brown Loretta Devine Preston A. Whitmore II Comedy Drama Romance
baby geniuses,Kathleen Turner Dom DeLuise Ruby Dee Bob Clark Comedy Crime Family Sci-Fi
the big hit,Bokeem Woodbine Elliott Gould Antonio Sabato Jr. Kirk Wong Action Comedy Crime Thriller
harriet the spy,Gregory Smith Eartha Kitt Charlotte Sullivan Bronwen Hughes Comedy Drama Family
child's play 2,Jenny Agutter Beth Grant Greg Germann John Lafia Fantasy Horror
no good deed,Leslie Bibb Kate del Castillo Henry Simmons Sam Miller Crime Thriller
the mist,Toby Jones Alexa Davalos Jeffrey DeMunn Frank Darabont Horror
ex machina,Elina Alminas Sonoya Mizuno Corey Johnson Alex Garland Drama Mystery Sci-Fi Thriller
being john malkovich,Willie Garson Orson Bean Mary Kay Place Spike Jonze Comedy Drama Fantasy
two can play that game,Mo'Nique Vivica A. Fox Tamala Jones Mark Brown Comedy Romance
earth to echo,Teo Halm Ella Wahlestedt Jason Gray-Stanford Dave Green Adventure Family Sci-Fi
crazy/beautiful,Kirsten Dunst Jay Hernandez Rolando Molina John Stockwell Drama Romance
letters from iwo jima,Yuki Matsuzaki Kazunari Ninomiya Shidô Nakamura Clint Eastwood Drama History War
the astronaut farmer,J.K. Simmons Virginia Madsen Bruce Dern Michael Polish Adventure Drama Sci-Fi
woo,LL Cool J Jada Pinkett Smith Dave Chappelle Daisy von Scherler Mayer Comedy Romance
room,Joan Allen Jacob Tremblay Cas Anvar Lenny Abrahamson Drama
dirty work,Don Rickles Jack Warden Traylor Howard Bob Saget Comedy
serial mom,Kathleen Turner Sam Waterston Traci Lords John Waters Comedy Crime Thriller
dick,Ryan Reynolds Will Ferrell Kirsten Dunst Andrew Fleming Comedy
del 1 - män som hatar kvinnor            ,Michael Nyqvist David Dencik Lena Endre Niels Arden Oplev Action Crime Mystery Thriller
light it up,Rosario Dawson Vanessa Williams Robert Ri'chard Craig Bolotin Drama Thriller
54,Salma Hayek Ellen Albertini Dow Sela Ward Mark Christopher Drama Music
bubble boy,Jake Gyllenhaal Geoffrey Arend Marley Shelton Blair Hayes Adventure Comedy Romance Sci-Fi
birthday girl,Mark Gatiss Mathieu Kassovitz Ben Chaplin Jez Butterworth Comedy Crime Thriller
21 & over,Justin Chon Josie Loren Sarah Wright Jon Lucas Comedy
"paris, je t'aime",Steve Buscemi Miranda Richardson Catalina Sandino Moreno Olivier Assayas Comedy Drama Romance
resurrecting the champ,Harry Lennix Kathryn Morris Peter Coyote Rod Lurie Drama Sport
admission,Tina Fey Sarita Choudhury Christopher Evan Welch Paul Weitz Comedy Drama Romance
the widow of saint-pierre,Emir Kusturica Daniel Auteuil Yves Jacques Patrice Leconte Drama Romance
chloe,Liam Neeson Meghan Heffern Natalie Lisinska Atom Egoyan Drama Mystery Romance Thriller
faithful,Chazz Palminteri Ryan O'Neal Paul Mazursky Paul Mazursky Comedy Crime Drama
brothers,Natalie Portman Jake Gyllenhaal Ethan Suplee Jim Sheridan Drama Thriller
find me guilty,Peter Dinklage Vin Diesel Alex Rocco Sidney Lumet Biography Comedy Crime Drama
the perks of being a wallflower,Logan Lerman Ezra Miller Kate Walsh Stephen Chbosky Drama Romance
excessive force,Burt Young Ian Gomez Thomas Ian Griffith Jon Hess Action
infamous,Toby Jones Isabella Rossellini Hope Davis Douglas McGrath Biography Crime Drama
the claim,Milla Jovovich Sarah Polley Shirley Henderson Michael Winterbottom Drama Romance Western
the vatican tapes,Djimon Hounsou Alison Lohman Dougray Scott Mark Neveldine Horror Thriller
attack the block,John Boyega Luke Treadaway Jodie Whittaker Joe Cornish Action Comedy Sci-Fi Thriller
in the land of blood and honey,Jelena Jovanova Nikola Djuricko Branko Djuric Angelina Jolie Pitt Drama Romance War
the call,Michael Imperioli Tara Platt Roma Maffia Brad Anderson Crime Thriller
operation chromite,Liam Neeson Dean Dawson Jung-jae Lee John H. Lee Action Drama History War
the crocodile hunter: collision course,Steve Irwin Aden Young Steve Bastoni John Stainton Action Adventure Comedy Family
i love you phillip morris,Dameon Clarke Louis Herthum Annie Golden Glenn Ficarra Biography Comedy Crime Drama Romance
quest for fire,Rae Dawn Chong Everett McGill Gary Schwartz Jean-Jacques Annaud Adventure Drama History
antwone fisher,Denzel Washington Kevin Connolly Derek Luke Denzel Washington Biography Drama
the emperor's club,Gabriel Millman Embeth Davidtz Rob Morrow Michael Hoffman Drama
true romance,Brad Pitt Gary Oldman Michael Rapaport Tony Scott Action Crime Drama Romance Thriller
womb,Eva Green Matt Smith Hannah Murray Benedek Fliegauf Drama Romance Sci-Fi
glengarry glen ross,Kevin Spacey Al Pacino Jude Ciccolella James Foley Crime Drama Mystery
the killer inside me,Liam Aiken Ned Beatty Jay R. Ferguson Michael Winterbottom Crime Drama Thriller
cat people,Ed Begley Jr. Ruby Dee John Heard Paul Schrader Fantasy Horror Thriller
sorority row,Julian Morris Margo Harshman Rumer Willis Stewart Hendler Horror Mystery
the prisoner of zenda,David Niven Mary Astor Ronald Colman John Cromwell Adventure Drama Romance
lars and the real girl,Ryan Gosling Kelli Garner Paul Schneider Craig Gillespie Comedy Drama Romance
the boy in the striped pajamas,Richard Johnson Sheila Hancock Cara Horgan Mark Herman Drama War
dancer in the dark,Catherine Deneuve Udo Kier Björk Lars von Trier Crime Drama Musical
oscar and lucinda,Tom Wilkinson Richard Roxburgh Clive Russell Gillian Armstrong Drama Romance
the funeral,Isabella Rossellini Vincent Gallo Gretchen Mol Abel Ferrara Crime Drama
solitary man,Jenna Fischer David Costabile Richard Schiff Brian Koppelman Comedy Drama Romance
machete,Robert De Niro Don Johnson Cheech Marin Ethan Maniquis Action Crime Thriller
casino jack,Kevin Spacey Eric Schweig Christian Campbell George Hickenlooper Biography Comedy Crime Drama
the land before time,Judith Barsi Gabriel Damon Bill Erwin Don Bluth Adventure Animation Family
tae guk gi: the brotherhood of war,Min-sik Choi Bin Won Dong-gun Jang Je-kyu Kang Action Drama War
the perfect game,Clifton Collins Jr. Cheech Marin Bruce McGill William Dear Comedy Drama Family Sport
the exorcist,Ellen Burstyn Linda Blair Lee J. Cobb William Friedkin Horror
jaws,Roy Scheider Robert Shaw Murray Hamilton Steven Spielberg Adventure Drama Thriller
american pie,Alyson Hannigan Shannon Elizabeth Natasha Lyonne Paul Weitz Comedy
ernest & celestine,Mackenzie Foy Megan Mullally Lambert Wilson Stéphane Aubier Animation Comedy Crime Drama Family
the golden child,Victor Wong Randall 'Tex' Cobb Charlotte Lewis Michael Ritchie Action Adventure Comedy Fantasy Mystery
think like a man,Chris Brown Romany Malco Regina Hall Tim Story Comedy Romance
barbershop,Sean Patrick Thomas Jason George Cedric the Entertainer Tim Story Comedy Drama
star trek ii: the wrath of khan,Leonard Nimoy Kirstie Alley Nichelle Nichols Nicholas Meyer Action Adventure Sci-Fi
ace ventura: pet detective,Sean Young Udo Kier David Margulies Tom Shadyac Comedy
wargames,Matthew Broderick Barry Corbin Ally Sheedy John Badham Sci-Fi Thriller
witness,Harrison Ford Viggo Mortensen Lukas Haas Peter Weir Crime Drama Romance Thriller
act of valor,Alex Veadov Jason Cottle Rorke Denver Mike McCoy Action Adventure Drama Thriller War
step up,Channing Tatum Alyson Stoner Josh Henderson Anne Fletcher Crime Drama Music Romance
beavis and butt-head do america,Bruce Willis Demi Moore John Doman Mike Judge Adventure Animation Comedy Crime
jackie brown,Robert De Niro Sid Haig Robert Forster Quentin Tarantino Crime Thriller
harold & kumar escape from guantanamo bay,Danneel Ackles Eric Winter Beverly D'Angelo Jon Hurwitz Adventure Comedy
chronicle,Michael Kelly Alex Russell Ashley Hinshaw Josh Trank Drama Sci-Fi Thriller
yentl,Miriam Margolyes Amy Irving Steven Hill Barbra Streisand Drama Musical Romance
time bandits,Shelley Duvall Michael Palin Kenny Baker Terry Gilliam Adventure Comedy Fantasy Sci-Fi
crossroads,Britney Spears Katherine Boecher Dave Allen Tamra Davis Comedy Drama
project x,Dax Flame Kirby Bliss Blanton Oliver Cooper Nima Nourizadeh Comedy Crime
patton,George C. Scott Karl Malden Bill Hickman Franklin J. Schaffner Biography Drama War
one hour photo,Robin Williams Gary Cole Connie Nielsen Mark Romanek Drama Thriller
quarantine,Andrew Fiscella Jay Hernandez Dania Ramirez John Erick Dowdle Horror Sci-Fi Thriller
the eye,Chloë Grace Moretz Alessandro Nivola Obba Babatundé David Moreau Horror Mystery
johnson family vacation,Vanessa Williams Shannon Elizabeth Shad Moss Christopher Erskin Comedy
how high,Hector Elizondo Fred Willard T.J. Thyne Jesse Dylan Comedy Fantasy
the muppet christmas carol,Steven Mackintosh Jerry Nelson Steve Whitmire Brian Henson Comedy Drama Family Fantasy Musical
casino royale,Eva Green Tobias Menzies Ivana Milicevic Martin Campbell Action Adventure Thriller
frida,Salma Hayek Roger Rees Valeria Golino Julie Taymor Biography Drama Romance
katy perry: part of me,Lexie Contursi Ashley Ashida Dixon Anthony Burrell Dan Cutforth Documentary Music
the fault in our stars,Shailene Woodley Sam Trammell Nat Wolff Josh Boone Drama Romance
rounders,Matt Damon Martin Landau Gretchen Mol John Dahl Crime Drama
top five,Rosario Dawson Romany Malco J.B. Smoove Chris Rock Comedy Romance
prophecy,Talia Shire Richard Dysart Robert Foxworth John Frankenheimer Horror Sci-Fi
stir of echoes,Illeana Douglas Kathryn Erbe Lusia Strus David Koepp Horror Mystery Thriller
spartacus: war of the damned            ,Peter Mensah Kelvin Taylor Viva Bianca unknown Action Adventure Biography Drama History
philomena,Steve Coogan Mare Winningham Peter Hermann Stephen Frears Biography Drama
the upside of anger,Alicia Witt Erika Christensen Joan Allen Mike Binder Comedy Drama
the boys from brazil,Laurence Olivier Anne Meara Steve Guttenberg Franklin J. Schaffner Drama Thriller
aquamarine,Tammin Sursok Joanna 'JoJo' Levesque Dichen Lachman Elizabeth Allen Rosenbaum Comedy Family Fantasy Romance
paper towns,Nat Wolff Cara Delevingne Meg Crosbie Jake Schreier Drama Mystery Romance
my baby's daddy,Michael Imperioli Marsha Thomason Bai Ling Cheryl Dunye Comedy
nebraska,Devin Ratray Bruce Dern Will Forte Alexander Payne Adventure Comedy Drama
tales from the crypt: demon knight,CCH Pounder Jada Pinkett Smith Gary Farmer Ernest R. Dickerson Action Fantasy Horror Thriller
max keeble's big move,Noel Fisher Amber Valletta Larry Miller Tim Hill Comedy Crime Family
young adult,Charlize Theron Patton Oswalt Collette Wolfe Jason Reitman Comedy Drama
crank,Jason Statham Edi Gathegi Jose Pablo Cantillo Mark Neveldine Action Crime Thriller
how to be a player,Bernie Mac Gilbert Gottfried Lark Voorhies Lionel C. Martin Comedy
living out loud,Holly Hunter Eddie Cibrian Jenette Goldstein Richard LaGravenese Comedy Drama Romance
just wright,Common Laz Alonso Mehcad Brooks Sanaa Hamri Comedy Romance Sport
rachel getting married,Anne Hathaway Rosemarie DeWitt Bill Irwin Jonathan Demme Drama Romance
the postman always rings twice,Anjelica Huston Michael Lerner John Colicos Bob Rafelson Crime Drama Romance Thriller
girl with a pearl earring,Scarlett Johansson Colin Firth Tom Wilkinson Peter Webber Biography Drama Romance
das boot,Jürgen Prochnow Martin Semmelrogge Herbert Grönemeyer Wolfgang Petersen Adventure Drama Thriller War
the alamo,Dennis Quaid Marc Blucas Jordi Mollà John Lee Hancock Drama History War Western
sorority boys,Heather Matarazzo Barry Watson Harland Williams Wallace Wolodarsky Comedy
about time,Tom Hughes Tom Hollander Lindsay Duncan Richard Curtis Drama Fantasy Romance
house of flying daggers,Takeshi Kaneshiro Andy Lau Zhengyong Zhang Yimou Zhang Action Adventure Drama Romance
arbitrage,Nate Parker Curtiss Cook Reg E. Cathey Nicholas Jarecki Drama Thriller
project almanac,Gary Weeks Jonny Weston Sofia Black-D'Elia Dean Israelite Sci-Fi Thriller
cadillac records,Cedric the Entertainer Veronika Dash Tammy Blanchard Darnell Martin Biography Drama Music
screwed,Sarah Silverman Dave Chappelle Sherman Hemsley Scott Alexander Comedy Crime
fortress,Christopher Lambert Kurtwood Smith Clifton Collins Jr. Stuart Gordon Action Crime Sci-Fi Thriller
for your consideration,John Michael Higgins Catherine O'Hara Ed Begley Jr. Christopher Guest Comedy
celebrity,Melanie Griffith Aleksa Palladino Greg Mottola Woody Allen Comedy Drama
running with scissors,Jill Clayburgh Joseph Cross Dagmara Dominczyk Ryan Murphy Comedy Drama
from justin to kelly,Anika Noni Rose Kelly Clarkson Brian Dietzen Robert Iscove Comedy Musical Romance
girl 6,Michael Imperioli Debi Mazar Gretchen Mol Spike Lee Comedy Drama
in the cut,Jennifer Jason Leigh Nick Damici Susan Gardner Jane Campion Mystery Thriller
two lovers,Isabella Rossellini Vinessa Shaw Samantha Ivers James Gray Drama Romance
last orders,Bob Hoskins Ray Winstone JJ Feild Fred Schepisi Drama
the host,Doona Bae Kang-ho Song Ah-sung Ko Joon-ho Bong Comedy Drama Horror Sci-Fi
the pursuit of d.b. cooper,Robert Duvall Treat Williams Paul Gleason Roger Spottiswoode Adventure Crime Thriller
ravenous,Jeremy Davies Jeffrey Jones David Arquette Antonia Bird Fantasy Horror Thriller
charlie bartlett,Robert Downey Jr. Megan Park Hope Davis Jon Poll Comedy Drama Romance
the great beauty,Toni Servillo Sabrina Ferilli Serena Grandi Paolo Sorrentino Drama
the dangerous lives of altar boys,Kieran Culkin Michael Harding Jake Richardson Peter Care Comedy Drama
stoker,Mia Wasikowska Alden Ehrenreich Harmony Korine Chan-wook Park Drama Thriller
2046,Li Gong Tony Chiu Wai Leung Maggie Cheung Kar-Wai Wong Drama Romance Sci-Fi
married life,David Richmond-Peck Erin Boyes Timothy Webber Ira Sachs Crime Drama Romance
duma,Eamonn Walker Hope Davis Campbell Scott Carroll Ballard Adventure Drama Family
ondine,Tony Curran Stephen Rea Alicja Bachleda Neil Jordan Drama Mystery Romance
brother,Omar Epps Tatyana Ali James Shigeta Takeshi Kitano Crime Drama Thriller
welcome to collinwood,Michael Jeter Isaiah Washington Andy Davoli Anthony Russo Comedy Crime
critical care,Kyra Sedgwick Anne Bancroft Albert Brooks Sidney Lumet Comedy Drama
the life before her eyes,Eva Amurri Martino Lynn Cohen Brett Cullen Vadim Perelman Drama Mystery Thriller
darling companion,Dianne Wiest Mark Duplass Sam Shepard Lawrence Kasdan Comedy Drama Romance
trade,Zack Ward Kate del Castillo Alicja Bachleda Marco Kreuzpaintner Crime Drama Thriller
fateless,Marcell Nagy Péter Fancsikai Bálint Péntek Lajos Koltai Drama Romance War
breakfast of champions,Bruce Willis Albert Finney Omar Epps Alan Rudolph Comedy
"a woman, a gun and a noodle shop",Honglei Sun Ni Yan Dahong Ni Yimou Zhang Comedy Drama
cypher,David Hewlett Jeremy Northam Kari Matchett Vincenzo Natali Mystery Romance Sci-Fi Thriller
city of life and death,Ye Liu Yuanyuan Gao Ryu Kohata Chuan Lu Drama History War
home,Jim Parsons Matt Jones April Winchell Tim Johnson Adventure Animation Comedy Family Fantasy Sci-Fi
legend of kung fu rabbit,Jon Heder Tom Arnold Rebecca Black Lijun Sun Action Adventure Animation Comedy Family
space battleship yamato,Takuya Kimura Meisa Kuroki Hiroyuki Ikeuchi Takashi Yamazaki Action Adventure Drama Sci-Fi
5 days of war,Richard Coyle Kenneth Cranham Ana Imnadze Renny Harlin Action Drama War
triangle,Rachael Carpani Michael Dorman Emma Lung Christopher Smith Fantasy Mystery Thriller
10 days in a madhouse,Christopher Lambert Kelly LeBrock Alexandra Callas Timothy Hines Drama
heaven is for real,Jacob Vargas Connor Corum Rob Moran Randall Wallace Biography Drama
snatch,Jason Statham Brad Pitt Jason Flemyng Guy Ritchie Comedy Crime
dancin' it's on,Gary Daniels Matt Marr Ginger Jensen David Winters Family Musical
pet sematary,Miko Hughes Fred Gwynne Denise Crosby Mary Lambert Fantasy Horror
madadayo,Tatsuo Matsumura Tetsu Watanabe Akira Terao Akira Kurosawa Drama
the cry of the owl,Paddy Considine Caroline Dhavernas Charlotte Sullivan Jamie Thraves Drama Thriller
a tale of three cities,Wei Tang Ching Wan Lau Hailu Qin Mabel Cheung Drama
gremlins,Phoebe Cates Harry Carey Jr. Zach Galligan Joe Dante Comedy Fantasy Horror
star wars: episode iv - a new hope,Harrison Ford Peter Cushing Kenny Baker George Lucas Action Adventure Fantasy Sci-Fi
dirty grandpa,Robert De Niro Zoey Deutch Jason Mantzoukas Dan Mazer Comedy
doctor zhivago,Julie Christie Klaus Kinski Geraldine Chaplin David Lean Drama Romance War
trash,Wagner Moura Selton Mello Daniel Zettel Stephen Daldry Adventure Crime Drama Mystery Thriller
high school musical 3: senior year,Lucas Grabeel Matt Prokop Corbin Bleu Kenny Ortega Comedy Drama Family Music Musical Romance
the fighter,Christian Bale Jack McGee Melissa McMeekin David O. Russell Biography Drama Sport
jackass number two,Bam Margera Steve-O Chris Pontius Jeff Tremaine Action Comedy Documentary
my cousin vinny,Fred Gwynne Bruce McGill Lane Smith Jonathan Lynn Comedy Crime
if i stay,Chloë Grace Moretz Mireille Enos Stacy Keach R.J. Cutler Drama Fantasy Music Romance
drive hard,Zoe Ventoura Damien Garvey Christopher Sommers Brian Trenchard-Smith Action Comedy Crime
major league,Corbin Bernsen Tom Berenger Rene Russo David S. Ward Comedy Sport
st. trinian's,Lily Cole Rupert Everett Tamsin Egerton Oliver Parker Comedy
phone booth,Radha Mitchell John Enos III Richard T. Jones Joel Schumacher Crime Thriller
a walk to remember,Lauren German Peter Coyote Paz de la Huerta Adam Shankman Drama Romance
dead man walking,Lois Smith Celia Weston Robert Prosky Tim Robbins Crime Drama
cruel intentions,Sarah Michelle Gellar Sean Patrick Thomas Eric Mabius Roger Kumble Drama Romance
saw vi,Costas Mandylor Shawnee Smith George Newbern Kevin Greutert Horror Mystery
history of the world: part i,Madeline Kahn Sid Caesar Dom DeLuise Mel Brooks Comedy
the secret life of bees,Nate Parker Alicia Keys Jennifer Hudson Gina Prince-Bythewood Drama
corky romano,Vincent Pastore Vinessa Shaw Peter Berg Rob Pritts Comedy Crime
